agency_name,agency_name_secondary,agency_address,agency_phone,agency_website,agency_wheelchair_access,available_beds,intake_open_appointments,populations_served,languages_spoken,last_updated,agency_hours_sunday_open,agency_hours_sunday_close,intake_hours_sunday_open,intake_hours_sunday_close,agency_hours_monday_open,agency_hours_monday_close,intake_hours_monday_open,intake_hours_monday_close,agency_hours_tuesday_open,agency_hours_tuesday_close,intake_hours_tuesday_open,intake_hours_tuesday_close,agency_hours_wednesday_open,agency_hours_wednesday_close,intake_hours_wednesday_open,intake_hours_wednesday_close,agency_hours_thursday_open,agency_hours_thursday_close,intake_hours_thursday_open,intake_hours_thursday_close,agency_hours_friday_open,agency_hours_friday_close,intake_hours_friday_open,intake_hours_friday_close,agency_hours_saturday_open,agency_hours_saturday_close,intake_hours_saturday_open,intake_hours_saturday_close
"CRI-HELP, INC.",Secondary Agency Name:,"11027 Burbank Boulevard,North Hollywood, CA 91601",(818) 985-8323,,,RS(3.1)Adult - M: 0Adult - F: 0RS(3.5)Adult - M: 0Adult - F: 0R-WMAdult - M: 0Adult - F: 0,,,"English, Spanish",Last Updated: 8/13/2025 8:24:14 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM/PM CULVER CITY BUDGET/ESCUELA LATINA AND ALCOHOL ASSESSMENTS 2,,"3961 Sepulveda Boulevard, #207,Culver City, CA 90230",(310) 837-1818,,,,,,English,Last Updated: 5/17/2023 8:03:02 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BEHAVIORAL HEALTH SERVICES, INC.",,",Hawthorne, CA 90250",(310) 679-9031,,,RBHAdult - F: 0,,,English,Last Updated: 8/13/2025 10:32:36 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HEALTHRIGHT 360,Secondary Agency Name:,"2650 East Foothill Boulevard,Pasadena, CA 91107",(909) 634-2950,,,,,,"English, Russian, Spanish",Last Updated: 8/13/2025 9:46:27 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FRED KENNEDY ASSOCIATES, INC.",,"17420 South Avalon Boulevard, #210 ,Carson, CA 90746",(310) 532-0620,,,,,,"English, Spanish",Last Updated: 6/30/2017 8:22:47 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BEHAVIORAL HEALTH SERVICES, INC.",Secondary Agency Name:,"9100 South Sepulveda Boulevard, Suite 105,Los Angeles, CA 90045",(310) 644-3659,,,,,,"English, Spanish",Last Updated: 8/12/2025 11:59:52 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIGH GAIN PROGRAM,,"9100 South Sepulveda Boulevard, #105,Westchester, CA 90045",(310) 644-3659,,,,,,"English, Spanish",Last Updated: 8/14/2019 3:32:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BEHAVIORAL HEALTH SERVICES, INC.",Secondary Agency Name:,"15519 Crenshaw Boulevard,Gardena, CA 90249",(310) 679-9031,,,,,,"English, Spanish",Last Updated: 8/13/2025 10:32:36 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WESTERN PACIFIC MED-CORP,,"4838 Laurel Canyon Boulevard,North Hollywood, CA 91607",(818) 506-4455,,,,,,"English, Tagalog",Last Updated: 8/14/2025 5:26:23 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS ANGELES CENTERS FOR ALCOHOL AND DRUG ABUSE,Secondary Agency Name:,"10210 Orr and Day Road, Suite B,Santa Fe Springs, CA 90670",(562) 348-0083,,,,,,Spanish,Last Updated: 8/6/2025 9:55:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACIFIC CLINICS,Secondary Agency Name:,"11721 East Telegraph Road, Suite A,Santa Fe Springs, CA 90670",(562) 949-8455,,,,,,"English, Spanish",Last Updated: 7/3/2025 8:39:40 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PRINCIPLES, INC.",,",Pasadena, CA 91107",(213) 625-5009,,,RBHAdult - M: 0Adult - F: 0,,,English,Last Updated: 8/13/2025 9:01:33 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS ANGELES CENTERS FOR ALCOHOL AND DRUG ABUSE,Secondary Agency Name:,",Altadena, CA 91001",(626) 421-6311,,,RBHAdult - M: 0Adult - F: 0,,,English,Last Updated: 8/13/2025 8:42:01 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS ANGELES CENTERS FOR ALCOHOL AND DRUG ABUSE,,",Altadena, CA 91001",(626) 421-6382,,,RBHAdult - M: 0Adult - F: 0,,,English,Last Updated: 8/13/2025 8:42:01 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SAFETY CONSULTANT SERVICES, INC.",,"5518 North Long Beach Boulevard,Long Beach, CA 90805",(562) 428-6426,,,,,,"English, Spanish",Last Updated: 6/29/2017 4:07:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LITTLE HOUSE,,"9718 Harvard Street,Bellflower, CA 90706",(562) 539-6281,,,RS(3.1)Adult - F: 0RS(3.5)Adult - F: 0,,,Spanish,Last Updated: 8/14/2025 5:13:58 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEST COUNTY MEDICAL CLINIC,,"100 East Market Street,Long Beach, CA 90805",(562) 428-4222,,,,,,"English, Spanish",Last Updated: 8/13/2025 6:59:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS ANGELES CENTERS FOR ALCOHOL AND DRUG ABUSE,,"5861 Cherry Avenue,Long Beach, CA 90805",(562) 676-4259,,,,,,Spanish,Last Updated: 8/13/2025 8:42:02 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TWIN PALMS RECOVERY CENTER,,"3574 Lexington Avenue,El Monte, CA 91731",(626) 443-4008,,,,,,"English, Spanish",Last Updated: 6/30/2017 8:40:54 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPIRITT FAMILY SERVICES,,"2000 Tyler Avenue,El Monte, CA 91733",(855) 714-8800,,,,,,"English, Spanish",Last Updated: 8/13/2025 11:02:16 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SOUTHERN CALIFORNIA ALCOHOL AND DRUG PROGRAMS, INC.",Secondary Agency Name:,"16316, 16316 1/2, 16318, 16322, 16322 1/2 and 16322 7/8 Cornuta Avenue,Bellflower, CA 90706",(562) 399-5452,,,RS(3.1)Adult - F: 0RS(3.5)Adult - F: 0R-WMAdult - F: 0,,,"English, Spanish",Last Updated: 8/14/2025 9:07:50 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DIVINE HEALTHCARE SERVICES, INC.",Secondary Agency Name:,",Bellflower, CA 90706",(310) 672-3820,,,RBHAdult - M: 2,,,Spanish,Last Updated: 8/13/2025 9:22:50 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TARZANA TREATMENT CENTERS, INC.",,"5190 Atlantic Avenue,Long Beach, CA 90805",(800) 996-1051,,,,,,"English, Spanish",Last Updated: 8/13/2025 11:05:53 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SOCIAL MODEL RECOVERY SYSTEMS, INC.",Secondary Agency Name:,"11046 Main Street,El Monte, CA 91731",(626) 636-2370,,,,,,Spanish,Last Updated: 8/14/2025 7:41:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TARZANA TREATMENT CENTERS, INC.",,"5178 Atlantic Avenue,Long Beach, CA 91801",(800) 996-1051,,,,,,"English, Spanish",Last Updated: 8/13/2025 11:07:47 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AEGIS TREATMENT CENTERS, LLC",,"11041 East Valley Boulevard,El Monte, CA 91731",(626) 442-4177,,,,,,"American Sign Language, English, Spanish",Last Updated: 8/14/2025 8:29:38 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS ANGELES CENTERS FOR ALCOHOL AND DRUG ABUSE,Secondary Agency Name:,"11015 Bloomfield Avenue,Santa Fe Springs, CA 90670",(562) 906-2676,,,,,,"English, Spanish",Last Updated: 8/13/2025 8:42:01 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS ANGELES CENTERS FOR ALCOHOL AND DRUG ABUSE,Secondary Agency Name:,"11111 BloomField Avenue,Santa Fe Springs, CA 90670",(562) 906-2685,,,RS(3.1)Adult - F: 0,,,Russian,Last Updated: 8/13/2025 8:42:02 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PALM HOUSE, INC.",,"2515 East Jefferson Street,Carson, CA 90810",(310) 830-7803,,,RS(3.1)Adult - M: 0Youth - M: 0,,,English,Last Updated: 8/14/2025 9:29:32 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANDERSON COUNSELING AND EDUCATION,,"7028 Greenleaf Avenue, Unit K,Whittier, CA 90602",(562) 945-2977,,,,,,Spanish,Last Updated: 3/17/2025 3:09:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DRIVER SAFETY SCHOOLS, INC.",Secondary Agency Name:,"12304 Santa Monica Boulevard, Suite 104,West Los Angeles, CA 90025",(310) 479-8353,,,,,,"English, Farsi, Spanish",Last Updated: 6/29/2017 10:05:59 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"I-ADARP, INC.",,"8330 Lankershim Boulevard, 1st Floor,North Hollywood, CA 91605",(818) 252-1400,,,,,,English,Last Updated: 8/13/2025 8:47:53 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WESTERN PACIFIC MED-CORP,,"11902 Rosecrans Boulevard, Suites A and D,Norwalk, CA 90650",(562) 929-7188,,,,,,"English, Spanish",Last Updated: 8/14/2025 5:26:23 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FRED BROWN'S RECOVERY SERVICES, INC.",,",Torrance, CA 90502",(310) 519-8723,,,RBHAdult - F: 0,,,English,Last Updated: 8/14/2025 8:22:42 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ADAPT - AWARE ZONE, INC.",,"13211 Whittier Boulevard, Unit H ,Whittier, CA 90602",(562) 698-0474,,,,,,"English, Spanish",Last Updated: 6/29/2017 10:04:53 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMERICAN HEALTH SERVICES LLC,,"717 Lincoln Boulevard,Venice, CA 90291",(310) 399-9883,,,,,,"English, Spanish",Last Updated: 8/13/2025 6:59:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPIRITT FAMILY SERVICES,,"8000 Painter Avenue,Whittier, CA 90602",(562) 903-7000,,,,,,"English, Spanish",Last Updated: 8/13/2025 11:02:16 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SOCIAL MODEL RECOVERY SYSTEMS, INC.",Secondary Agency Name:,"3430 Cogswell Road,El Monte, CA 91732",(877) 507-6242,,,RS(3.1)Adult - M: 0RS(3.3)Adult - M: 0RS(3.5)Adult - M: 0R-WMAdult - M: 0,,,Spanish,Last Updated: 8/13/2025 9:19:59 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SOCIAL MODEL RECOVERY SYSTEMS, INC.",Secondary Agency Name:,"3426 Cogswell Road,El Monte, CA 91732",(877) 507-6242,,,RS(3.1)Adult - M: 0RS(3.3)Adult - M: 0RS(3.5)Adult - M: 0R-WMAdult - M: 0,,,Spanish,Last Updated: 8/13/2025 9:19:59 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HELPLINE YOUTH COUNSELING, INC.",Secondary Agency Name:,"12440 Firestone Boulevard, Suite 316,Norwalk, CA 90650",(562) 864-3722,,,,,,"English, Spanish",Last Updated: 8/14/2025 8:04:50 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DIVINE HEALTHCARE SERVICES, INC.",Secondary Agency Name:,",Long Beach, CA 90807",(310) 672-3820,,,RBHAdult - M: 0,,,Spanish,Last Updated: 8/13/2025 9:22:50 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BEHAVIORAL HEALTH SERVICES, INC.",,"1334 Post Avenue,Torrance, CA 90501",(310) 328-1460,,,,,,English,Last Updated: 8/12/2025 8:35:29 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIGH GAIN PROGRAM/NCADD SOUTH BAY,Secondary Agency Name:,"1334 Post Avenue,Torrance, CA 90501",(310) 328-1587,,,,,,"English, Spanish",Last Updated: 6/29/2017 10:32:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ROOTS, INC. DBA ROOTS THROUGH RECOVERY",,"3939 Atlantic Avenue, Suite 102,Long Beach, CA 90807",(562) 473-0827,,,,,,"English, Spanish",Last Updated: 8/13/2025 8:18:26 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TWIN TOWN CORPORATION,Secondary Agency Name:,"4940 Van Nuys Boulevard, Suite 201,Sherman Oaks, CA 91403",(818) 985-0560,,,,,,English,Last Updated: 8/14/2025 8:12:14 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SOCIAL MODEL RECOVERY SYSTEMS, INC.",Secondary Agency Name:,",El Monte, CA 91732",(877) 507-6242,,,RBHAdult - M: 0,,,Spanish,Last Updated: 8/13/2025 9:19:59 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SOCIAL MODEL RECOVERY SYSTEMS, INC.",Secondary Agency Name:,",El Monte, CA 91732",(877) 507-6242,,,RBHAdult - M: 0,,,Spanish,Last Updated: 8/13/2025 7:02:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FRED BROWN'S RECOVERY SERVICES, INC.",,",Torrance, CA 90501",(310) 519-8723,,,RBHAdult - M: 0,,,English,Last Updated: 8/14/2025 8:22:42 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NARCOTIC ADDICTION TREATMENT AGENCY, INC.",,"8741 Laurel Canyon Boulevard,Sun Valley, CA 91352",(818) 768-5525,,,,,,"English, Spanish",Last Updated: 8/7/2025 7:18:29 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DRIVER BENEFITS PROGRAM, INC.",,"2370 West Carson Street, Suite 150,Torrance, CA 90501",(310) 320-9550,,,,,,"English, Spanish",Last Updated: 6/29/2017 10:21:59 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS ANGELES CENTERS FOR ALCOHOL AND DRUG ABUSE,Secondary Agency Name:,",Whittier, CA 90605",(626) 537-1807,,,,,,English,Last Updated: 8/13/2025 8:42:01 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS ANGELES CENTERS FOR ALCOHOL AND DRUG ABUSE,,",Whittier, CA 90605",(626) 537-1807,,,RBHAdult - F: 0Youth - F: 0,,,English,Last Updated: 8/13/2025 8:42:01 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS ANGELES CENTERS FOR ALCOHOL AND DRUG ABUSE,Secondary Agency Name:,"14100 Glengyle Street,Whittier, CA 90604",(562) 906-2676,,,RS(3.1)Adult - F: 0Youth - F: 0RS(3.5)Adult - F: 0Youth - F: 0,,,Spanish,Last Updated: 8/13/2025 8:42:02 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARE|MATRIX,,"1002 Pico Boulevard,Santa Monica, CA 90405",(310) 314-6200,,,,,,English,Last Updated: 8/14/2025 9:36:01 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARE|MATRIX,Secondary Agency Name:,"844 Pico Boulevard,Santa Monica, CA 90405",(310) 314-6200,,,RS(3.1)Adult - F: 6RS(3.5)Adult - F: 4,,,English,Last Updated: 8/14/2025 9:36:01 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARE|MATRIX,Secondary Agency Name:,"907 and 909 Pico Boulevard,Santa Monica, CA 90405",(310) 314-6200,,,RS(3.1)Adult - M: 0RS(3.5)Adult - M: 0,,,English,Last Updated: 8/14/2025 9:36:01 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WESTERN PACIFIC MED-CORP,,"14332 Victory Boulevard,Van Nuys, CA 91401",(818) 989-1996,,,,,,"Armenian, English, Farsi, French, Russian",Last Updated: 8/14/2025 5:26:23 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PHOENIX HOUSES OF LOS ANGELES, INC.",Secondary Agency Name:,"503 Ocean Front Walk,Venice, CA 90291",(310) 392-3070,,,RS(3.1)Adult - M: 0RS(3.5)Adult - M: 0R-WMAdult - M: 0,,,Spanish,Last Updated: 8/14/2025 8:52:22 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NATIONAL COUNCIL ON ALCOHOLISM AND DRUG DEPENDENCE OF THE SAN FERNANDO VALLEY,,"6166 Vesper Avenue,Van Nuys, CA 91411",(818) 997-0414,,,,,,"English, Spanish",Last Updated: 8/14/2025 9:13:57 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM/PM CULVER CITY BUDGET/ESCUELA LATINA AND ALCOHOL ASSESSMENTS 2,,"6315 Van Nuys Boulevard, Suite A-3,Van Nuys, CA 91401",(818) 787-7878,,,,,,"English, Farsi, Spanish",Last Updated: 5/17/2023 8:43:36 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"THE TEEN PROJECT, INC., D.B.A. FREEHAB",Secondary Agency Name:,"14530 Sylvan Street,Van Nuys, CA 91411",(800) 685-7460,,,RS(3.1)Adult - F: 0RS(3.3)Adult - F: 0RS(3.5)Adult - F: 0R-WMAdult - F: 0,,,"Armenian, Russian, Spanish",Last Updated: 8/12/2025 9:23:34 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TWIN TOWN CORPORATION,Secondary Agency Name:,"3828 Carson Street, Suite 100,Torrance, CA 90503",(310) 787-1335,,,,,,"English, Spanish",Last Updated: 8/14/2025 8:12:14 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HELPLINE YOUTH COUNSELING, INC.",Secondary Agency Name:,"14181 Telegraph Road,Whittier, CA 90604",(562) 273-0722,,,,,,"English, Spanish",Last Updated: 8/14/2025 8:04:50 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DIVINE HEALTHCARE SERVICES, INC.",Secondary Agency Name:,",Long Beach, CA 90806",(310) 672-3820,,,RBHAdult - M: 1,,,Spanish,Last Updated: 8/13/2025 9:22:50 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DIVINE HEALTHCARE SERVICES, INC.",,",Long Beach, CA 90806",(310) 672-3820,,,RBHAdult - M: 1,,,Spanish,Last Updated: 8/13/2025 9:22:50 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS ANGELES CENTERS FOR ALCOHOL AND DRUG ABUSE,,",Long Beach, CA 90806",(562) 982-4018,,,RBHAdult - M: 0Adult - F: 0,,,English,Last Updated: 8/13/2025 8:42:01 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EGGLESTON YOUTH CENTERS, INC., D. B. A. EGGLESTON SUBSTANCE ABUSE AND EDUCATION PROGRAM",Secondary Agency Name:,"13001 Ramona Boulevard, Suites E & J,Irwindale, CA 91706",(626) 472-6000,,,,,,"English, Spanish",Last Updated: 8/8/2025 8:54:33 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAMBODIAN ASSOCIATION OF AMERICA,,"2501 Atlantic Avenue,Long Beach, CA 90806",(562) 424-6105,,,,,,"Cambodian, English, Spanish",Last Updated: 8/14/2025 6:48:46 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FRED KENNEDY ASSOCIATES, INC.",,"1424 4th Street, Suite 205,Santa Monica, CA 90401",(310) 451-5881,,,,,,Spanish,Last Updated: 3/26/2024 12:16:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMERICAN HEALTH SERVICES LLC,,"6265 Sepulveda Boulevard, Suite 9,Van Nuys, CA 91411",(818) 779-0555,,,,,,English,Last Updated: 8/13/2025 6:59:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMERICAN INDIAN CHANGING SPIRITS,,"2120 West Williams Street, Buildings 1, 2, and 3,Long Beach, CA 90810",(562) 388-8118,,,RS(3.1)Adult - M: 0Adult - F: 0RS(3.5)Adult - M: 0Adult - F: 0,,,Spanish,Last Updated: 8/13/2025 10:23:20 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TARZANA TREATMENT CENTERS, INC.",,"2101 Magnolia Avenue,Long Beach, CA 90806",(800) 996-1051,,,RS(3.1)Adult - M: 0Adult - F: 0RS(3.3)Adult - M: 0Adult - F: 0RS(3.5)Adult - M: 1Adult - F: 1R-WMAdult - M: 0Adult - F: 0,,,"Armenian, English, Spanish",Last Updated: 8/13/2025 11:05:19 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS ANGELES CENTERS FOR ALCOHOL AND DRUG ABUSE,,",Long Beach, CA 90806",(562) 676-4259,,,RBHAdult - M: 0,,,English,Last Updated: 8/13/2025 8:42:01 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DIVINE HEALTHCARE SERVICES, INC.",Secondary Agency Name:,",Signal Hills, CA 90755",(310) 672-3820,,,RBHAdult - M: 2,,,"English, Spanish",Last Updated: 8/13/2025 9:22:50 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BEHAVIORAL HEALTH SERVICES, INC.",Secondary Agency Name:,"1318 North Avalon Boulevard, Suite A,Wilmington, CA 90744",(310) 549-2710,,,,,,"English, Spanish",Last Updated: 8/14/2025 7:00:25 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BIENESTAR HUMAN SERVICES, INC",,"8134 Van Nuys Boulevard, Suite 200,Panorama City, CA 91402",(818) 908-3820,,,,,,"English, Spanish",Last Updated: 7/30/2024 2:11:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DIVINE HEALTHCARE SERVICES, INC.",Secondary Agency Name:,",Signal Hills, CA 90755",(310) 672-3820,,,RBHAdult - M: 2,,,"English, Spanish",Last Updated: 8/13/2025 9:22:50 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BEHAVIORAL HEALTH SERVICES, INC.",,"514 West Pacific Coast Highway,Long Beach, CA 90806",(562) 432-0713,,,,,,"English, Spanish",Last Updated: 8/14/2025 7:06:07 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BEHAVIORAL HEALTH SERVICES, INC.",Secondary Agency Name:,"1775 Chestnut Avenue,Long Beach, CA 90813",(562) 599-8444,,,RS(3.1)Adult - M: 1Adult - F: 1RS(3.5)Adult - M: 0Adult - F: 0R-WMAdult - M: 1Adult - F: 1I-WMAdult - M: 0Adult - F: 0,,,English,Last Updated: 8/14/2025 6:04:26 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AEGIS TREATMENT CENTERS, LLC",,"14240 Imperial Highway,La Mirada, CA 90638",(562) 946-1587,,,,,,"English, Spanish",Last Updated: 8/14/2025 8:29:38 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PHOENIX HOUSES OF LOS ANGELES, INC.",Secondary Agency Name:,"11600 Eldridge Avenue,Lake View Terrace, CA 91342",(818) 686-3100,,,,,,Spanish,Last Updated: 7/31/2025 8:30:52 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TARZANA TREATMENT CENTERS, INC.",,",Long Beach, CA 90808",(800) 996-1051,,,RBHAdult - F: 2,,,English,Last Updated: 8/14/2025 9:13:32 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DIVINE HEALTHCARE SERVICES, INC.",Secondary Agency Name:,",Long Beach, CA 90808",(310) 672-3820,,,RBHAdult - F: 0,,,Spanish,Last Updated: 8/13/2025 9:22:50 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AEGIS TREATMENT CENTERS, LLC",,"909 North Avalon Boulevard,Wilmington, CA 90744",(310) 513-0626,,,,,,English,Last Updated: 9/18/2024 7:39:08 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BEHAVIORAL HEALTH SERVICES, INC.",Secondary Agency Name:,",Long Beach, CA 90813",(562) 599-8444,,,RBHAdult - M: 0Adult - F: 0,,,English,Last Updated: 8/14/2025 6:04:35 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DIVINE HEALTHCARE SERVICES, INC.",Secondary Agency Name:,",Long Beach, CA 90813",(310) 672-3820,,,RBHAdult - M: 0,,,Spanish,Last Updated: 8/13/2025 9:22:50 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIDI HIRSCH PSYCHIATRIC SERVICE,Secondary Agency Name:,",Pacoima, CA 91331",(818) 897-2609,,,RS(3.1)Adult - F: 2RS(3.3)Adult - F: 2RS(3.5)Adult - F: 4R-WMAdult - F: 2,,,Spanish,Last Updated: 8/14/2025 7:52:22 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EL PROYECTO DEL BARRIO,,"9140 Van Nuys Boulevard, #211,Panorama City, CA 91402",(818) 895-2206,,,,,,"English, Spanish",Last Updated: 8/14/2025 8:14:08 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HARBOR AREA HIGH GAIN PROGRAM, INC.",,"315-A East 11th Street,Long Beach, CA 90813",(562) 436-9801,,,,,,"English, Spanish",Last Updated: 6/30/2017 8:47:13 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMERICAN HEALTH SERVICES LLC,,"21505 Norwalk Boulevard,Hawaiian Gardens, CA 90716",(562) 916-7581,,,,,,"English, Spanish",Last Updated: 8/13/2025 6:59:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABC TRAFFIC SAFETY PROGRAM,,"12100 Carson Street, E,Hawaiian Gardens, CA 90716",(562) 421-4949,,,,,,"English, Spanish",Last Updated: 6/30/2017 8:24:08 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HELPLINE YOUTH COUNSELING, INC.",,"920 Atlantic Avenue, Suites 101 & 102,Long Beach, CA 90813",(562) 380-0261,,,,,,"English, Spanish",Last Updated: 8/14/2025 8:04:50 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WESTERN PACIFIC MED-CORP,,"9462 Van Nuys Boulevard,Panorama City, CA 91402",(818) 891-8555,,,,,,"English, Spanish, Tagalog",Last Updated: 8/14/2025 5:26:23 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TRANSCULTURAL HEALTH DEVELOPMENT, INC.",Secondary Agency Name:,"117 East Harry Bridges Boulevard,Wilmington, CA 90744",(310) 549-8383,,,,,,"English, Spanish",Last Updated: 7/21/2025 12:06:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BEHAVIORAL HEALTH SERVICES, INC.",,"615 Elm Avenue,Long Beach, CA 90802",(562) 435-7350,,,RS(3.1)Adult - F: 0RS(3.5)Adult - F: 0,,,English,Last Updated: 8/13/2025 10:32:49 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BEHAVIORAL HEALTH SERVICES, INC.",Secondary Agency Name:,"341 and 351 East 6th Street,Long Beach, CA 90802",(562) 435-7350,,,RS(3.1)Adult - F: 0RS(3.5)Adult - F: 0,,,English,Last Updated: 8/13/2025 10:32:49 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALCOHOL EDUCATION AND RECOVERY CENTER,,"1355 South Redondo Avenue, 2,Long Beach, CA 90804",(562) 986-5046,,,,,,"English, Spanish",Last Updated: 6/30/2017 8:57:44 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAFE REFUGE,,"728 1/2 Freeman Avenue,Long Beach, CA 90804",(562) 987-5722,,,RS(3.1)Adult - M: 0RS(3.5)Adult - M: 0,,,English,Last Updated: 8/14/2025 7:22:24 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
